Data,ID_Veiculo,KM Percorridos,ValorAbastecimento,ValorManutencao,CustoFixo,CustoTotal
5/2019,2515,551,R$ 262.34,R$ 119.53,R$ 811.46,"R$ 1,193.33"
5/2019,2525,1018,R$ 341.17,R$ 164.27,R$ 853.25,"R$ 1,358.69"
5/2019,2535,924,"R$ 1,571.42",R$ 719.27,"R$ 4,629.81","R$ 6,920.50"
5/2019,2545,958,R$ 284.82,R$ 132.20,"R$ 1,156.61","R$ 1,573.63"
5/2019,2555,326,R$ 174.89,R$ 62.09,R$ 583.02,R$ 820.00
5/2019,2565,215,R$ 576.02,R$ 242.19,"R$ 1,771.04","R$ 2,589.25"
5/2019,2575,642,"R$ 2,101.81",R$ 922.38,"R$ 7,192.66","R$ 10,216.85"
5/2019,2585,170,R$ 238.04,R$ 113.57,R$ 990.39,"R$ 1,341.99"
5/2019,2595,501,"R$ 2,917.96","R$ 1,456.79","R$ 8,882.07","R$ 13,256.82"
5/2019,2605,901,"R$ 2,084.30",R$ 967.38,"R$ 7,258.03","R$ 10,309.70"
5/2019,2615,1147,"R$ 6,842.96","R$ 2,505.35","R$ 18,066.09","R$ 27,414.40"
5/2019,2625,616,"R$ 4,308.47","R$ 1,935.69","R$ 13,208.06","R$ 19,452.23"
5/2019,2635,406,R$ 433.10,R$ 177.76,"R$ 1,822.82","R$ 2,433.67"
5/2019,2645,505,R$ 590.81,R$ 312.56,"R$ 1,825.83","R$ 2,729.20"
5/2019,2655,913,"R$ 4,848.02","R$ 1,721.12","R$ 17,232.06","R$ 23,801.19"
5/2019,2665,336,"R$ 1,006.57",R$ 389.51,"R$ 2,834.45","R$ 4,230.52"
5/2019,2675,258,R$ 8.39,R$ 4.48,R$ 29.88,R$ 42.74
5/2019,2685,487,"R$ 1,548.29",R$ 660.40,"R$ 6,002.03","R$ 8,210.71"
5/2019,2695,603,R$ 375.90,R$ 188.52,"R$ 1,140.78","R$ 1,705.20"
5/2019,2705,628,"R$ 1,312.93",R$ 478.25,"R$ 4,385.28","R$ 6,176.45"
5/2019,2715,848,R$ 830.29,R$ 321.29,"R$ 2,636.52","R$ 3,788.10"
5/2019,2725,314,R$ 78.25,R$ 40.31,R$ 337.43,R$ 455.99
5/2019,2745,2288,R$ 535.09,R$ 205.01,"R$ 1,558.32","R$ 2,298.41"
5/2019,2755,198,R$ 197.51,R$ 73.42,R$ 473.38,R$ 744.30
5/2019,2765,225,R$ 112.71,R$ 45.15,R$ 468.56,R$ 626.42
5/2019,2775,760,R$ 74.68,R$ 31.85,R$ 279.45,R$ 385.98
5/2019,2785,801,R$ 800.56,R$ 417.95,"R$ 2,429.72","R$ 3,648.22"
5/2019,2795,1102,R$ 379.30,R$ 144.59,"R$ 1,258.05","R$ 1,781.94"
5/2019,2805,296,R$ 498.62,R$ 244.48,"R$ 2,148.32","R$ 2,891.41"
5/2019,2815,391,"R$ 2,806.24","R$ 1,174.25","R$ 7,692.50","R$ 11,672.98"
5/2019,2825,1037,"R$ 2,112.29","R$ 1,054.57","R$ 6,729.57","R$ 9,896.43"
5/2019,2835,672,R$ 193.64,R$ 89.05,R$ 662.75,R$ 945.43
5/2019,2845,776,R$ 927.58,R$ 469.38,"R$ 3,228.74","R$ 4,625.69"
5/2019,2855,515,"R$ 1,013.51",R$ 363.54,"R$ 4,065.83","R$ 5,442.88"
5/2019,2865,1519,R$ 506.40,R$ 231.79,"R$ 1,824.95","R$ 2,563.14"
5/2019,2875,398,"R$ 1,367.80",R$ 594.61,"R$ 4,600.83","R$ 6,563.24"
5/2019,2885,426,R$ 926.61,R$ 492.40,"R$ 2,646.92","R$ 4,065.92"
5/2019,2895,704,"R$ 1,206.77",R$ 439.57,"R$ 3,466.50","R$ 5,112.83"
5/2019,2905,852,R$ 251.73,R$ 100.84,R$ 605.49,R$ 958.06
5/2019,2915,766,R$ 325.10,R$ 122.09,R$ 784.73,"R$ 1,231.92"
5/2019,2925,479,R$ 913.42,R$ 429.84,"R$ 3,595.20","R$ 4,938.46"
5/2019,2935,258,"R$ 2,918.26","R$ 1,221.11","R$ 7,824.12","R$ 11,963.49"
5/2019,2945,492,R$ 123.31,R$ 50.37,R$ 338.65,R$ 512.33
5/2019,2955,411,R$ 167.93,R$ 85.75,R$ 606.25,R$ 859.93
5/2019,2965,88,R$ 15.40,R$ 6.08,R$ 44.21,R$ 65.69
5/2019,2975,306,R$ 234.50,R$ 88.51,R$ 559.52,R$ 882.53
5/2019,2985,865,"R$ 5,388.72","R$ 2,331.51","R$ 15,120.68","R$ 22,840.91"
5/2019,2995,729,R$ 405.47,R$ 200.61,"R$ 1,010.13","R$ 1,616.21"
5/2019,3005,1689,R$ 944.36,R$ 358.21,"R$ 3,825.63","R$ 5,128.19"
5/2019,3015,268,R$ 206.06,R$ 108.06,R$ 776.58,"R$ 1,090.70"
5/2019,3025,273,R$ 45.96,R$ 21.53,R$ 201.41,R$ 268.90
5/2019,3035,564,R$ 345.11,R$ 129.60,R$ 913.33,"R$ 1,388.04"
5/2019,3045,260,R$ 32.36,R$ 16.30,R$ 97.02,R$ 145.67
5/2019,3055,717,R$ 380.15,R$ 185.55,"R$ 1,498.88","R$ 2,064.58"
5/2019,3065,397,R$ 342.75,R$ 159.08,R$ 936.09,"R$ 1,437.92"
5/2019,3075,1970,"R$ 1,048.30",R$ 530.46,"R$ 2,855.96","R$ 4,434.71"
5/2019,3085,399,R$ 455.49,R$ 209.46,"R$ 1,863.39","R$ 2,528.34"
5/2019,3095,802,"R$ 3,118.61","R$ 1,454.14","R$ 9,540.67","R$ 14,113.42"
5/2019,3105,434,R$ 719.29,R$ 346.33,"R$ 2,254.07","R$ 3,319.68"
5/2019,3115,443,R$ 632.27,R$ 249.56,"R$ 2,562.83","R$ 3,444.67"
5/2019,3125,688,"R$ 4,310.36","R$ 1,643.18","R$ 13,006.75","R$ 18,960.28"
5/2019,3135,387,R$ 25.47,R$ 12.44,R$ 88.88,R$ 126.78
5/2019,3145,584,R$ 196.92,R$ 101.45,R$ 734.03,"R$ 1,032.40"
5/2019,3155,496,R$ 402.29,R$ 177.38,"R$ 1,447.16","R$ 2,026.83"
5/2019,3165,535,R$ 489.14,R$ 261.07,"R$ 1,239.72","R$ 1,989.92"
5/2019,3175,490,R$ 146.48,R$ 69.57,R$ 627.91,R$ 843.96
5/2019,3185,478,R$ 808.73,R$ 414.77,"R$ 2,966.56","R$ 4,190.06"
5/2019,3195,789,"R$ 3,228.10","R$ 1,218.32","R$ 9,624.54","R$ 14,070.96"
5/2019,3205,556,R$ 364.49,R$ 133.45,R$ 840.59,"R$ 1,338.53"
5/2019,3215,762,"R$ 4,499.21","R$ 2,156.43","R$ 11,832.26","R$ 18,487.90"
5/2019,3225,891,"R$ 3,329.92","R$ 1,400.08","R$ 9,734.82","R$ 14,464.82"
5/2019,3235,374,"R$ 1,955.73","R$ 1,016.51","R$ 5,593.28","R$ 8,565.52"
5/2019,3245,488,"R$ 1,319.12",R$ 573.44,"R$ 3,499.35","R$ 5,391.91"
5/2019,3255,532,R$ 130.08,R$ 49.59,R$ 508.71,R$ 688.38
5/2019,3265,565,R$ 439.48,R$ 189.25,"R$ 1,717.27","R$ 2,345.99"
5/2019,3275,1091,"R$ 1,742.73",R$ 654.43,"R$ 4,298.81","R$ 6,695.96"
5/2019,3285,469,R$ 848.03,R$ 349.76,"R$ 2,004.85","R$ 3,202.63"
5/2019,3295,627,"R$ 1,771.16",R$ 845.03,"R$ 5,585.03","R$ 8,201.21"
5/2019,3305,344,"R$ 4,470.98","R$ 2,344.54","R$ 14,027.03","R$ 20,842.55"
5/2019,3315,690,"R$ 2,783.53","R$ 1,459.66","R$ 8,091.65","R$ 12,334.83"
5/2019,3325,687,R$ 83.39,R$ 40.34,R$ 363.37,R$ 487.09
5/2019,3335,928,"R$ 2,260.49",R$ 866.06,"R$ 5,392.66","R$ 8,519.21"
5/2019,3345,600,R$ 357.01,R$ 137.47,"R$ 1,045.94","R$ 1,540.42"
5/2019,3355,825,"R$ 2,936.39","R$ 1,108.22","R$ 11,942.00","R$ 15,986.60"
5/2019,3365,471,R$ 121.63,R$ 57.23,R$ 316.60,R$ 495.46
5/2019,3375,253,R$ 34.84,R$ 13.49,R$ 112.76,R$ 161.08
5/2019,3385,246,"R$ 6,219.72","R$ 2,940.40","R$ 18,102.14","R$ 27,262.26"
5/2019,3395,584,R$ 626.00,R$ 301.41,"R$ 1,655.90","R$ 2,583.32"
5/2019,3405,751,R$ 345.97,R$ 169.63,"R$ 1,490.62","R$ 2,006.21"
5/2019,3415,550,R$ 415.50,R$ 148.28,"R$ 1,604.60","R$ 2,168.37"
5/2019,3425,484,R$ 154.93,R$ 75.97,R$ 640.42,R$ 871.31
5/2019,3435,876,"R$ 1,699.04",R$ 855.91,"R$ 7,309.73","R$ 9,864.68"
5/2019,3445,641,R$ 76.02,R$ 38.30,R$ 218.96,R$ 333.28
5/2019,3455,775,"R$ 1,221.35",R$ 431.36,"R$ 2,754.52","R$ 4,407.23"
5/2019,3465,789,R$ 940.16,R$ 488.66,"R$ 3,165.44","R$ 4,594.26"
5/2019,3475,429,R$ 256.64,R$ 122.44,R$ 685.74,"R$ 1,064.81"
5/2019,3485,349,R$ 652.96,R$ 308.69,"R$ 2,824.37","R$ 3,786.02"
5/2019,3495,555,R$ 426.98,R$ 165.23,"R$ 1,061.99","R$ 1,654.19"
5/2019,3505,424,R$ 40.94,R$ 20.62,R$ 146.39,R$ 207.95
5/2019,3515,608,R$ 170.80,R$ 71.13,R$ 437.65,R$ 679.58
5/2019,3525,310,R$ 194.85,R$ 81.93,R$ 680.95,R$ 957.73
5/2019,3535,271,R$ 24.90,R$ 12.94,R$ 112.31,R$ 150.15
5/2019,3545,108,R$ 220.47,R$ 106.63,R$ 789.28,"R$ 1,116.39"
5/2019,3555,71,R$ 32.55,R$ 13.89,R$ 118.81,R$ 165.24
5/2019,3565,469,R$ 745.54,R$ 295.72,"R$ 2,143.01","R$ 3,184.26"
5/2019,3575,416,R$ 106.16,R$ 53.96,R$ 397.78,R$ 557.90
5/2019,3585,289,R$ 301.58,R$ 118.45,R$ 730.74,"R$ 1,150.77"
5/2019,3595,249,R$ 78.06,R$ 40.93,R$ 216.21,R$ 335.20
5/2019,3605,446,R$ 280.49,R$ 138.78,R$ 882.79,"R$ 1,302.06"
5/2019,3615,802,R$ 311.51,R$ 159.04,R$ 959.69,"R$ 1,430.25"
5/2019,3625,257,"R$ 1,716.00",R$ 647.64,"R$ 6,589.54","R$ 8,953.18"
5/2019,3635,264,R$ 30.42,R$ 12.79,R$ 116.25,R$ 159.46
5/2019,3645,221,R$ 92.90,R$ 33.15,R$ 364.42,R$ 490.48
5/2019,3655,196,R$ 12.97,R$ 4.84,R$ 52.01,R$ 69.82
5/2019,3665,332,R$ 2.68,R$ 0.96,R$ 10.25,R$ 13.89
5/2019,3675,327,R$ 858.01,R$ 336.99,"R$ 2,635.12","R$ 3,830.12"
5/2019,3685,517,R$ 596.97,R$ 264.45,"R$ 2,317.27","R$ 3,178.69"
5/2019,3695,466,"R$ 2,684.97","R$ 1,178.29","R$ 11,467.17","R$ 15,330.43"
5/2019,3705,326,R$ 277.54,R$ 126.45,R$ 870.41,"R$ 1,274.39"
5/2019,3715,453,R$ 214.77,R$ 113.62,R$ 545.00,R$ 873.39
5/2019,3725,601,"R$ 1,266.72",R$ 661.31,"R$ 5,007.34","R$ 6,935.37"
5/2019,3735,354,R$ 30.38,R$ 15.24,R$ 129.82,R$ 175.44
5/2019,3745,226,R$ 793.07,R$ 390.62,"R$ 3,351.51","R$ 4,535.20"
5/2019,3755,340,R$ 20.99,R$ 11.10,R$ 61.76,R$ 93.85
5/2019,3765,537,R$ 567.27,R$ 280.66,"R$ 1,462.51","R$ 2,310.45"
5/2019,3775,257,R$ 198.94,R$ 71.35,R$ 546.31,R$ 816.60
5/2019,3785,308,R$ 295.74,R$ 145.67,"R$ 1,001.12","R$ 1,442.53"
5/2019,3795,133,R$ 180.64,R$ 79.27,R$ 520.62,R$ 780.53
5/2019,3805,531,"R$ 1,501.62",R$ 658.99,"R$ 4,426.62","R$ 6,587.24"
5/2019,3815,417,"R$ 3,818.03","R$ 1,521.87","R$ 12,341.89","R$ 17,681.80"
5/2019,3825,369,R$ 145.98,R$ 63.16,R$ 495.04,R$ 704.18
5/2019,3835,451,R$ 654.02,R$ 250.58,"R$ 1,811.92","R$ 2,716.52"
5/2019,3845,354,R$ 22.97,R$ 11.57,R$ 96.32,R$ 130.87
5/2019,3855,297,R$ 99.65,R$ 37.80,R$ 375.42,R$ 512.86
5/2019,3865,723,R$ 967.54,R$ 347.05,"R$ 3,500.76","R$ 4,815.35"
5/2019,3875,74,R$ 27.93,R$ 12.66,R$ 68.53,R$ 109.12
5/2019,3895,542,R$ 968.98,R$ 433.31,"R$ 3,063.62","R$ 4,465.91"
5/2019,3905,229,R$ 25.84,R$ 13.13,R$ 90.52,R$ 129.50
5/2019,3915,428,R$ 736.60,R$ 389.70,"R$ 3,107.88","R$ 4,234.18"
5/2019,3925,739,"R$ 2,964.15","R$ 1,169.94","R$ 7,445.99","R$ 11,580.08"
5/2019,3935,10,R$ 47.73,R$ 20.16,R$ 134.76,R$ 202.64
5/2019,3945,441,R$ 428.06,R$ 186.97,"R$ 1,020.71","R$ 1,635.75"
5/2019,3955,246,R$ 175.85,R$ 69.40,R$ 709.06,R$ 954.31
5/2019,3965,100,R$ 47.83,R$ 20.80,R$ 127.45,R$ 196.08
5/2019,3975,159,"R$ 2,870.35","R$ 1,301.67","R$ 7,352.89","R$ 11,524.91"
5/2019,3985,441,"R$ 2,825.01","R$ 1,269.21","R$ 8,986.36","R$ 13,080.57"
5/2019,3995,212,R$ 33.63,R$ 14.28,R$ 92.60,R$ 140.51
5/2019,4005,408,R$ 192.60,R$ 94.00,R$ 502.94,R$ 789.54
5/2019,4015,328,R$ 756.81,R$ 309.12,"R$ 2,838.60","R$ 3,904.54"
5/2019,4025,416,R$ 506.95,R$ 239.67,"R$ 1,536.62","R$ 2,283.24"
5/2019,4035,348,R$ 129.87,R$ 52.27,R$ 521.12,R$ 703.27
5/2019,4045,303,R$ 888.96,R$ 382.80,"R$ 2,778.43","R$ 4,050.18"
5/2019,4055,282,R$ 176.09,R$ 62.84,R$ 620.51,R$ 859.43
5/2019,4065,559,"R$ 1,128.13",R$ 425.76,"R$ 2,600.88","R$ 4,154.77"
5/2019,4075,231,R$ 699.95,R$ 371.95,"R$ 2,465.71","R$ 3,537.60"
5/2019,4085,242,R$ 862.94,R$ 352.47,"R$ 3,034.27","R$ 4,249.67"
5/2019,4095,348,R$ 72.58,R$ 29.51,R$ 249.93,R$ 352.02
5/2019,4105,59,R$ 461.06,R$ 188.32,"R$ 1,115.24","R$ 1,764.62"
5/2019,4115,134,R$ 280.18,R$ 112.78,R$ 723.42,"R$ 1,116.38"
5/2019,4125,131,R$ 247.71,R$ 102.66,"R$ 1,002.45","R$ 1,352.83"
5/2019,4135,511,R$ 108.30,R$ 56.04,R$ 355.72,R$ 520.06
5/2019,4145,441,R$ 703.16,R$ 349.47,"R$ 1,954.88","R$ 3,007.51"
5/2019,4155,134,"R$ 1,568.55",R$ 675.44,"R$ 4,555.98","R$ 6,799.97"
5/2019,4165,1056,R$ 168.31,R$ 82.52,R$ 688.58,R$ 939.40
5/2019,4175,300,R$ 139.84,R$ 64.00,R$ 583.18,R$ 787.02
5/2019,4185,441,R$ 567.70,R$ 300.34,"R$ 1,762.38","R$ 2,630.43"
5/2019,4195,644,"R$ 2,563.43",R$ 977.22,"R$ 9,820.26","R$ 13,360.90"
5/2019,4205,415,R$ 268.49,R$ 103.89,"R$ 1,070.95","R$ 1,443.33"
5/2019,4215,444,R$ 308.49,R$ 129.70,"R$ 1,260.25","R$ 1,698.45"
5/2019,4225,391,"R$ 3,779.84","R$ 1,455.40","R$ 11,490.77","R$ 16,726.01"
5/2019,4235,284,R$ 192.82,R$ 81.08,R$ 612.51,R$ 886.41
5/2019,4245,148,R$ 592.66,R$ 258.86,"R$ 2,189.61","R$ 3,041.13"
5/2019,4255,171,R$ 56.02,R$ 20.93,R$ 151.40,R$ 228.35
5/2019,4265,349,R$ 187.89,R$ 92.95,R$ 535.55,R$ 816.39
5/2019,4275,568,"R$ 1,713.67",R$ 851.70,"R$ 5,401.61","R$ 7,966.98"
5/2019,4285,280,R$ 668.41,R$ 315.99,"R$ 1,945.37","R$ 2,929.77"
5/2019,4295,406,R$ 152.54,R$ 81.77,R$ 677.42,R$ 911.72
5/2019,4305,205,R$ 26.85,R$ 11.78,R$ 65.48,R$ 104.12
5/2019,4315,291,R$ 165.59,R$ 85.68,R$ 715.15,R$ 966.42
5/2019,4325,1666,"R$ 1,016.61",R$ 491.71,"R$ 3,234.81","R$ 4,743.13"
5/2019,4335,726,"R$ 1,443.82",R$ 639.62,"R$ 5,838.39","R$ 7,921.83"
5/2019,4345,1289,"R$ 1,992.61",R$ 752.03,"R$ 5,280.61","R$ 8,025.25"
5/2019,4355,1067,"R$ 1,433.55",R$ 541.03,"R$ 4,696.29","R$ 6,670.87"
5/2019,4365,661,R$ 148.10,R$ 69.69,R$ 591.82,R$ 809.61
5/2019,4375,764,R$ 154.00,R$ 79.69,R$ 527.51,R$ 761.20
5/2019,4385,1046,"R$ 2,146.76",R$ 969.00,"R$ 6,269.05","R$ 9,384.81"
5/2019,4395,571,R$ 93.05,R$ 38.01,R$ 274.70,R$ 405.76
5/2019,4405,268,R$ 251.42,R$ 102.19,R$ 874.20,"R$ 1,227.81"
5/2019,4415,1531,"R$ 4,380.24","R$ 2,317.37","R$ 12,010.81","R$ 18,708.42"
5/2019,4425,912,R$ 371.43,R$ 138.07,"R$ 1,329.86","R$ 1,839.36"
5/2019,4435,1066,"R$ 1,025.33",R$ 364.01,"R$ 3,434.77","R$ 4,824.11"
5/2019,4445,2538,"R$ 4,854.35","R$ 2,011.78","R$ 15,719.84","R$ 22,585.97"
5/2019,4455,1330,"R$ 1,218.14",R$ 490.33,"R$ 2,859.63","R$ 4,568.10"
5/2019,4465,1275,"R$ 2,422.40","R$ 1,068.09","R$ 7,555.38","R$ 11,045.87"
5/2019,4475,1543,R$ 482.10,R$ 196.92,"R$ 1,255.51","R$ 1,934.53"
5/2019,4485,1082,"R$ 3,409.64","R$ 1,399.44","R$ 9,719.87","R$ 14,528.95"
5/2019,4495,458,R$ 475.35,R$ 251.48,"R$ 1,275.45","R$ 2,002.28"
5/2019,4505,1019,"R$ 7,023.98","R$ 3,765.54","R$ 18,690.05","R$ 29,479.57"
5/2019,4515,724,"R$ 1,255.29",R$ 593.44,"R$ 3,983.23","R$ 5,831.96"
5/2019,4525,596,R$ 684.13,R$ 279.43,"R$ 1,992.14","R$ 2,955.70"
5/2019,4535,736,"R$ 1,632.28",R$ 837.13,"R$ 4,314.69","R$ 6,784.10"
5/2019,4545,1525,"R$ 6,162.93","R$ 2,187.93","R$ 15,106.62","R$ 23,457.48"
5/2019,4555,634,R$ 872.53,R$ 341.00,"R$ 2,845.10","R$ 4,058.63"
5/2019,4565,904,"R$ 1,142.15",R$ 416.04,"R$ 3,404.20","R$ 4,962.39"
5/2019,4575,2428,"R$ 1,779.17",R$ 791.88,"R$ 5,080.89","R$ 7,651.94"
5/2019,4585,213,R$ 70.20,R$ 31.98,R$ 260.15,R$ 362.33
5/2019,4595,440,R$ 173.51,R$ 89.38,R$ 461.33,R$ 724.22
5/2019,4605,687,R$ 96.42,R$ 44.14,R$ 285.37,R$ 425.93
5/2019,4615,1175,R$ 532.65,R$ 190.08,"R$ 2,078.53","R$ 2,801.26"
5/2019,4625,1054,"R$ 2,523.44",R$ 957.17,"R$ 6,492.49","R$ 9,973.10"
5/2019,4635,843,R$ 383.84,R$ 198.62,"R$ 1,359.06","R$ 1,941.52"
5/2019,4645,1115,"R$ 1,662.55",R$ 778.79,"R$ 5,589.40","R$ 8,030.74"
5/2019,4655,333,R$ 193.83,R$ 102.54,R$ 547.98,R$ 844.35
5/2019,4665,25,"R$ 1,208.77",R$ 458.50,"R$ 3,526.71","R$ 5,193.98"
5/2019,4675,463,R$ 31.11,R$ 11.57,R$ 89.46,R$ 132.14
5/2019,4685,298,"R$ 1,334.51",R$ 678.32,"R$ 4,951.97","R$ 6,964.80"
5/2019,4695,323,R$ 51.97,R$ 19.81,R$ 156.09,R$ 227.87
5/2019,4705,1733,"R$ 1,073.69",R$ 466.76,"R$ 4,020.73","R$ 5,561.18"
5/2019,4715,906,"R$ 1,947.09",R$ 924.72,"R$ 5,752.24","R$ 8,624.05"
5/2019,4725,934,"R$ 1,229.97",R$ 466.54,"R$ 3,178.52","R$ 4,875.03"
5/2019,4735,640,"R$ 1,401.45",R$ 526.26,"R$ 4,134.26","R$ 6,061.97"
5/2019,4745,1044,"R$ 7,069.13","R$ 3,561.14","R$ 19,569.37","R$ 30,199.64"
5/2019,4755,695,R$ 100.61,R$ 52.30,R$ 338.76,R$ 491.67
5/2019,4765,427,R$ 995.74,R$ 501.62,"R$ 3,987.48","R$ 5,484.84"
5/2019,4775,868,R$ 183.50,R$ 74.22,R$ 489.29,R$ 747.01
5/2019,4785,1014,R$ 748.46,R$ 316.21,"R$ 1,876.41","R$ 2,941.08"
5/2019,4795,598,R$ 693.34,R$ 371.70,"R$ 1,926.64","R$ 2,991.68"
5/2019,4805,492,"R$ 4,043.29","R$ 1,782.77","R$ 14,473.80","R$ 20,299.86"
5/2019,4815,619,"R$ 1,167.67",R$ 434.07,"R$ 4,465.44","R$ 6,067.18"
5/2019,4825,1191,R$ 830.95,R$ 334.48,"R$ 2,476.55","R$ 3,641.98"
5/2019,4835,917,R$ 374.43,R$ 172.18,"R$ 1,140.47","R$ 1,687.08"
5/2019,4845,636,"R$ 1,126.24",R$ 564.81,"R$ 2,842.59","R$ 4,533.64"
5/2019,4855,466,R$ 193.22,R$ 89.27,R$ 573.55,R$ 856.04
5/2019,4865,622,R$ 121.22,R$ 51.95,R$ 345.30,R$ 518.47
5/2019,4875,575,R$ 908.66,R$ 356.88,"R$ 2,371.06","R$ 3,636.60"
5/2019,4885,672,"R$ 4,367.15","R$ 1,740.75","R$ 10,534.89","R$ 16,642.79"
5/2019,4895,704,"R$ 2,505.72","R$ 1,146.94","R$ 9,678.21","R$ 13,330.87"
5/2019,4905,1764,"R$ 1,382.82",R$ 728.36,"R$ 4,424.97","R$ 6,536.15"
5/2019,4915,668,"R$ 1,417.60",R$ 596.04,"R$ 4,051.53","R$ 6,065.17"
5/2019,4925,504,R$ 993.68,R$ 485.01,"R$ 2,663.29","R$ 4,141.98"
5/2019,4935,860,R$ 635.77,R$ 340.84,"R$ 1,728.67","R$ 2,705.28"
5/2019,4945,1533,"R$ 2,513.04","R$ 1,102.84","R$ 9,206.38","R$ 12,822.26"
5/2019,4965,397,R$ 325.05,R$ 136.02,"R$ 1,007.31","R$ 1,468.38"
5/2019,4975,577,R$ 84.39,R$ 40.26,R$ 264.87,R$ 389.52
5/2019,4985,511,R$ 389.57,R$ 167.76,R$ 961.27,"R$ 1,518.60"
5/2019,4995,1976,"R$ 3,663.07","R$ 1,496.18","R$ 12,153.68","R$ 17,312.93"
5/2019,5005,835,R$ 434.54,R$ 163.17,R$ 996.18,"R$ 1,593.89"
5/2019,5015,748,R$ 301.54,R$ 144.53,"R$ 1,066.03","R$ 1,512.10"
5/2019,5025,836,R$ 753.35,R$ 381.21,"R$ 2,525.31","R$ 3,659.87"
5/2019,5035,1125,"R$ 1,620.44",R$ 602.38,"R$ 5,979.48","R$ 8,202.30"
5/2019,5045,531,R$ 146.09,R$ 58.81,R$ 447.66,R$ 652.56
5/2019,5055,504,R$ 911.89,R$ 461.44,"R$ 3,362.30","R$ 4,735.63"
5/2019,5065,758,"R$ 1,004.99",R$ 472.93,"R$ 3,935.72","R$ 5,413.64"
5/2019,5075,327,R$ 149.05,R$ 57.97,R$ 437.91,R$ 644.93
5/2019,5085,729,R$ 521.95,R$ 198.97,"R$ 1,265.08","R$ 1,986.00"
5/2019,5095,1397,R$ 380.55,R$ 160.77,R$ 958.19,"R$ 1,499.51"
5/2019,5105,1120,"R$ 6,184.55","R$ 3,243.12","R$ 15,780.00","R$ 25,207.67"
5/2019,5115,961,"R$ 1,077.48",R$ 509.38,"R$ 2,656.08","R$ 4,242.94"
5/2019,5125,215,R$ 2.19,R$ 0.89,R$ 5.68,R$ 8.76
5/2019,5135,215,R$ 54.91,R$ 19.39,R$ 160.08,R$ 234.38
5/2019,5155,215,R$ 16.29,R$ 5.84,R$ 58.94,R$ 81.07
5/2019,5165,143,R$ 61.83,R$ 28.83,R$ 220.88,R$ 311.54
5/2019,5175,72,R$ 1.31,R$ 0.61,R$ 3.60,R$ 5.52
5/2019,5185,72,R$ 15.20,R$ 5.45,R$ 61.32,R$ 81.97
5/2019,5195,215,R$ 536.73,R$ 209.77,"R$ 1,741.83","R$ 2,488.32"
5/2019,5205,143,R$ 4.11,R$ 1.90,R$ 16.58,R$ 22.59
5/2019,5215,215,R$ 11.85,R$ 5.55,R$ 34.07,R$ 51.46
5/2019,5225,143,R$ 155.59,R$ 80.87,R$ 620.27,R$ 856.73
5/2019,5245,72,R$ 0.25,R$ 0.13,R$ 0.85,R$ 1.24
5/2019,5255,72,R$ 255.03,R$ 107.75,"R$ 1,021.88","R$ 1,384.66"
5/2019,5275,143,R$ 56.64,R$ 28.66,R$ 233.00,R$ 318.31
5/2019,5285,143,R$ 38.86,R$ 18.88,R$ 142.04,R$ 199.78
5/2019,5295,143,R$ 8.20,R$ 4.02,R$ 22.00,R$ 34.21
5/2019,5305,72,R$ 19.17,R$ 7.16,R$ 44.08,R$ 70.42
5/2019,5315,72,R$ 48.89,R$ 17.81,R$ 150.55,R$ 217.25
5/2019,5325,430,R$ 87.95,R$ 32.70,R$ 267.29,R$ 387.94
5/2019,5335,72,R$ 12.56,R$ 4.53,R$ 30.64,R$ 47.72
5/2019,5345,72,R$ 3.85,R$ 1.72,R$ 11.41,R$ 16.97
5/2019,5365,72,R$ 6.25,R$ 3.11,R$ 19.62,R$ 28.98
5/2019,5375,143,R$ 96.06,R$ 34.81,R$ 250.67,R$ 381.54
5/2019,5405,72,R$ 11.29,R$ 4.20,R$ 41.44,R$ 56.93
5/2019,5455,72,R$ 44.94,R$ 20.95,R$ 117.65,R$ 183.54
5/2019,5465,72,R$ 119.51,R$ 58.60,R$ 309.86,R$ 487.97
5/2019,5475,72,R$ 21.38,R$ 10.87,R$ 87.17,R$ 119.41
5/2019,5485,215,R$ 20.24,R$ 7.30,R$ 77.18,R$ 104.72
5/2019,5495,143,R$ 44.29,R$ 19.34,R$ 179.24,R$ 242.87
5/2019,5505,215,R$ 7.83,R$ 4.09,R$ 25.44,R$ 37.36
5/2019,5515,72,R$ 452.81,R$ 170.04,"R$ 1,426.00","R$ 2,048.85"
5/2019,5525,72,R$ 5.39,R$ 2.61,R$ 14.59,R$ 22.59
5/2019,5535,143,R$ 0.24,R$ 0.09,R$ 0.93,R$ 1.26
5/2019,5545,215,R$ 250.44,R$ 129.59,R$ 690.49,"R$ 1,070.53"
5/2019,5585,143,R$ 10.57,R$ 5.02,R$ 41.74,R$ 57.34
5/2019,5615,72,R$ 17.73,R$ 6.93,R$ 57.54,R$ 82.21
5/2019,5635,359,R$ 21.50,R$ 10.35,R$ 63.52,R$ 95.38
5/2019,5645,143,R$ 10.78,R$ 5.60,R$ 44.08,R$ 60.46
5/2019,5655,143,R$ 2.31,R$ 0.85,R$ 7.14,R$ 10.30
5/2019,5665,72,R$ 0.38,R$ 0.16,R$ 1.62,R$ 2.16
5/2019,5675,72,R$ 68.18,R$ 24.08,R$ 164.01,R$ 256.26
